Ratings,Comment,Reviews
4,Worth the money,Battery performance is lessREAD MORE
5,Great product,Nyc I phone seREAD MORE
4,Really Nice,Especially for those who prefer a small screen size.READ MORE
4,Worth the money,Everything is good expect my battery health has decreased to 96% in 10 daysREAD MORE
5,Mind-blowing purchase,Awesome phoneREAD MORE
5,Simply awesome,iPhone lover but don't want to spend more.. I think this is a perfect phone to go for.READ MORE
4,Good quality product,AwesomeREAD MORE
5,Wonderful,Great productREAD MORE
5,Terrific,Except the unexpected class phone in budgetREAD MORE
3,Decent product,Battery backup and health is very badI haven't used it for any hard task but within 3 months i lost 5 % battery healthREAD MORE
5,Excellent,Very goodREAD MORE
5,Must buy!,Best and affordable phoneREAD MORE
5,Terrific,Thanks Flipkart..READ MORE
5,Terrific,Epic!READ MORE
4,Nice product,Worth for money .  Battery life is not good. I think Apple should work on battery. Over all phone is goodREAD MORE
5,Excellent,"I read many reviews about this phone and in almost all reviews I found people not liking the battery of this phone. After 15 days use I noticed that if I keep my phone in battery saving mode all day ( it doesn’t affect performance of phone much) battery easily last for more than 24 Hrs. I keep my Bluetooth headphone connected all days , I use WhatsApp , Telegtam whole day. Take 4-5 pics, make about 20-30 calls and other regular use. Yes, I do not watch videos and listen to music. I think no o...READ MORE"
5,Mind-blowing purchase,niceREAD MORE
5,Best in the market!,ExcellentREAD MORE
5,Must buy!,Excellent!!READ MORE
3,Does the job,GoodREAD MORE
5,Simply awesome,GoodREAD MORE
5,Fabulous!,Absolutely branded iPhone se greatREAD MORE
5,Classy product,"Firstly mobile is awesome and the performance of the this little guy is very high. And let me clear one thing it's not small in size as per me, it's perfect t in size now a days we are addicted to larger screens . But it's nice and compactREAD MORE"
4,Good choice,they took a lifetime to deliver but the phone is a masterpiece.READ MORE
5,Great product,Nice product I have switched to iPhone it worthy penny      I got for 27k 64gbREAD MORE
5,Highly recommended,SprbREAD MORE
4,Really Nice,"Too good performance.Battery backup is not good, charge twice a day.If you are using 6inch display phone earlier, it will be difficult to adjust with this mini screen, suggest go with bigger displayREAD MORE"
5,Highly recommended,"Good,READ MORE"
3,Does the job,Better order the variant including charger and earpodsREAD MORE
5,Highly recommended,Best budget iphone battery back up is descent gives upto 15 hrs back up nice budget phoneREAD MORE
3,Fair,GoodREAD MORE
5,Simply awesome,goodREAD MORE
5,Best in the market!,It’s amazing phoneREAD MORE
5,Super!,Some time touch is not working on corner side little disappointed but overall great product thanksREAD MORE
5,Wonderful - Worth every penny,Best budget iPhone Apple released. Prior to this I was using the first gen SE and was equally impressed. I prefer small screen phone so this works for me with the latest chipsetREAD MORE
5,Excellent,Happy with the product... small but powerful.. does everything you need... battery performance could be better but still okay...go for it if you want small beast..READ MORE
4,Nice product,Charger not givenREAD MORE
5,Highly recommended,This pocket size powerhouse can get all your work done in a flash. Apple has done an outstanding job in terms of price to performanceA recommended device for someone who wants to switch from android without denting their bank accountREAD MORE
3,Good,Have expected more from thisREAD MORE
5,Highly recommended,This phone is just fantastic. This is my first iphone and I am really happy with this product. Delivery by flipkart was super fast I received the product a day before the mentioned date.Don't stress more just go for it.READ MORE
4,Pretty good,I whose goodREAD MORE
5,Brilliant,Nice phone.. recommendedREAD MORE
5,Awesome,"Before purchasing please read the inbox description in general what includes in the box. My variant was with cable and documents , no adapter and earpods.READ MORE"
5,Perfect product!,It’s a best in Class in this price rangeI liked Camera & Day to day performance of the phoneBut yes Battery is bad side of this phoneIf you can Ignore Battery It is best in Class in every segment 👌READ MORE
4,Value-for-money,Good Model with Finger print sensor. It is similar like Iphone 7READ MORE
1,Terrible product,DONT BUY.  THIS IS MY SECOND IPHONE.  no option to make Video Calls between  two 4g phones.  No call recording.  Very rarely connects Hotspot.  Bluetooth device disconnects frequently.  nowadays cheap chinese phones are having all these facilities.  BASIC functions are not working.READ MORE
5,Must buy!,Overall it is amazing phone. Need improvement in Little bit in camera and much more than in battery.READ MORE
3,Fair,Battery back up very poor &  erpods adapter not in the boxREAD MORE
1,Unsatisfactory,Worst product.. Not worth buying this.READ MORE
5,Best in the market!,Firstly i will disappoints you in many ways and after getting used to it nothing is better than this chottuREAD MORE
1,Absolute rubbish!,Not satisfied with product..READ MORE
5,Classy product,"Best phone to start with,if your switching to iOS for first timeREAD MORE"
5,Best in the market!,Awesome nd the quality of camera is also good nd it's a handy phone love u Apple.READ MORE
5,Perfect product!,"GREAT PRIZE AT 24,249/- ONLYREAD MORE"
4,Really Nice,Osm phoneREAD MORE
5,Super!,very  goodREAD MORE
3,Nice,Main problem with the battery overall perfectREAD MORE
5,Simply awesome,"Being a iphone lover, i always wanted to use the older versions of iphone. I bought iphone 6,7,8plus previously and then switched to androids but after using oneplus and oppo phones, i again choose apple😆 so i m happy with this phone bcoz of the perfect size which is very handy and its performance. If you dnt want to spend much and want to use iphone as well then go for it.READ MORE"
5,Excellent,AmezingREAD MORE
5,Best in the market!,Awesome mobile I am 1st time switching android to iPhoneREAD MORE
5,Worth every penny,Great value for moneySuperb camera outputBest for Apple entry level.READ MORE
5,Classy product,There is no charger nothing in thisREAD MORE
2,Expected a better product,Not bestREAD MORE
5,Terrific,Overall awesome performanceREAD MORE
5,Mind-blowing purchase,Iphone se is amezingREAD MORE
5,Worth every penny,Awsome deal.. Thanx a lot flipkartZzREAD MORE
5,Brilliant,"Good, but expected a bit more battery durationREAD MORE"
5,Terrific purchase,Excellent productREAD MORE
5,Excellent,Best choice of my lifeREAD MORE
1,Waste of money!,Screen scratchedREAD MORE
5,Perfect product!,The best product and serviceREAD MORE
3,Nice,"This is my First iPhone, It was super but I didn't get adapter & air podesREAD MORE"
5,Worth every penny,Superb very good item camera quality awesome battery life good if you are iPhone lover then you don't have much money to take 12or 12pro then this is the best item for you 👍👍👍READ MORE
2,Bad quality,"Battery back up is very poor ,for gaming  it was useless phone camera quality is ok but not satisfied.           All iPhone models this phone failure modelREAD MORE"
4,Really Nice,"Good one.But not user friendly,i could not transfer contacts from Android to iphoneREAD MORE"
5,Mind-blowing purchase,Awesome 👍😊 foneREAD MORE
5,Awesome,AwesomeREAD MORE
5,Simply awesome,"the right look is also, there is no hang better this phone is all side now it's   camera it's better yerrREAD MORE"
5,Must buy!,It is really a Very good phone and performance is awesome....READ MORE
4,Value-for-money,Nice phone.READ MORE
5,Classy product,Product as described. only drawback is no charging cable or adaptor which we have buy separately..READ MORE
5,Brilliant,Good phone..go for it. At offer price it’s really worth.READ MORE
5,Wonderful,GoodREAD MORE
5,Awesome,Excellent phoneREAD MORE
3,Decent product,No charger and earpods!READ MORE
5,Worth every penny,greatREAD MORE
5,Highly recommended,Everything is awesome but battery life is very poorREAD MORE
5,Brilliant,Go fir it without thinking ....READ MORE
4,Good choice,GoodREAD MORE
5,Brilliant,"Except battery everything is awesome. Camera quality is super , video quality 4K 60fps awesome lit really ulti really love this phone but battery is lil low and screen size is small .READ MORE"
1,Not recommended at all,I've one more iphone se with 93% battery health which lasts more than this new one. .READ MORE
5,Perfect product!,VALU FOR MONEYREAD MORE
5,Fabulous!,FavouriteREAD MORE
4,Wonderful,No commentsREAD MORE
5,Fabulous!,Owsm productREAD MORE
3,Just okay,Hi...This is my first IPhone and I am loving it. In this budget it is a good phone. Le lo...READ MORE
5,Classy product,Wonderful product I received thanks to filpakrt and thanks to Iphone 🙏🙏🙏READ MORE
5,Best in the market!,Lvly Phone 😍READ MORE
2,Not good,Worst battery lifeREAD MORE
1,Not recommended at all,please dont buy this product from flipkart.Absolutely shittREAD MORE
5,Wonderful,Bugget  smart phoneREAD MORE
5,Super!,"Nyc phone, box should have included earphone atleastREAD MORE"
5,Just wow!,Nothing is better than this SEREAD MORE
3,Does the job,"Last year I used Google pixel 2 . Iphone se camera cannot beat pixels image quality.i expect more from this and it disappointed me.now I realized actually I was downgrade from my last year phone Average battery,camera,display .if you want sharp photos go for Google pixel 4aREAD MORE"
5,Highly recommended,Good product in good condition received writing a review after 3 months but having heating problemREAD MORE
5,Great product,Nice phone..worth the money.great 📷 camera. Absolutely 🤗 love it.READ MORE
5,Terrific purchase,It's apple budget iPhone you can at a reasonable price during sale. You can get it anywhere else at this priceREAD MORE
4,Very Good,Charging point issue. Phone is not getting charged so I had to go service centre. Disapointed.READ MORE
1,Very poor,Battery is worstAverage functions working.Delivery service is pathetic & unprofessional.Ekart service is bad.Phone is fine. Don't expect too much.READ MORE
5,Awesome,best productREAD MORE
5,Must buy!,ThanksREAD MORE
5,Terrific purchase,Nice phone Value for moneyREAD MORE
5,Awesome,Good oneREAD MORE
4,Very Good,Product is good however facing some the problem with charger and replaced within 10 days from service centerREAD MORE
4,Very Good,Charger and earpods are not included. They were only available in boxes packed before 30th April 2020. Kindly correct the description. Otherwise great service by sellerREAD MORE
5,Classy product,GoodREAD MORE
5,Great product,I buyed it in Dasara sale at 24999/- as per I spend I bought a very very nice phone.Below 28000 it is a best compatible phone.READ MORE
4,BATTERY NOT UPTO THE MARK,"In a nutshell the product look, build, software is awesome BUT BATTERY IS NOT UPTO THE MARK.READ MORE"
5,Awesome,Osm productREAD MORE
5,Perfect product!,Amazing Budget Phone from AppleREAD MORE
4,Really Nice,"Good phone, awesome performance, best cheapest apple phone Batter backup is very lessGaming around 3 hours of cod would drain the batteryCompact phoneREAD MORE"
5,Awesome,niceREAD MORE
5,Simply awesome,My lightning concert not receiverdREAD MORE
5,Highly recommended,GoodREAD MORE
4,Wonderful,Very nice smooth finish ... long wait really love the phone 🥰READ MORE
1,Worst experience ever!,"I am just waste my money, please don't buy..READ MORE"
3,Does the job,"•	GOOD EXPERIENCE WITH APPLE.•	DISAPPOINTED —-YOU CAN’T BE MOVE YOUR DATA ANDROID TO IPHONE , MOVE TO IOS APP NOT WORKING IN   YOU CAN’T BE CHARGE YOUR PHONE TO POWER BANK THROUGH TYPE C •	BATTERY CAPACITY IS LITTLE POOR. BECAUSE OF POOR BATTERY NOW I AM ONLY USING MOBILE FOR 4 HOURS A DAY. •	THIS PHONE CAN PLAY ANY GAME IN THE STORE. THE ONLY PROBLEM IS YOU CAN’T PLAY FOR LONG WITHOUT DRAINING YOUR BATTERY•	.•	THE IPHONE SE 2020 'DECENT BUT NOT BEST.•	PERFORMANCE: A GOOD CAMERA,   •	...READ MORE"
2,Could be way better,HateREAD MORE
5,Wonderful,Nice ...READ MORE
5,Simply awesome,As always compact and handyGiving amazing experience...Battery capacity is little poor...It's worth on buying in this budget....READ MORE
5,Best in the market!,Super product but battery little bit drawbackREAD MORE
5,Mind-blowing purchase,Well delivered. Its originalREAD MORE
5,Super!,nice phone iphoneREAD MORE
5,Mind-blowing purchase,ThanksREAD MORE
5,Must buy!,Super phoneREAD MORE
4,Good quality product,GoodREAD MORE
5,Mind-blowing purchase,Best productREAD MORE
5,Good deal,Great value iPhone.READ MORE
5,Perfect product!,a13 is stunning but display is very smallREAD MORE
5,Perfect product!,Awesome hiiREAD MORE
5,Worth every penny,Just as u know nothing can beat a iphone.Iphone is iphoneREAD MORE
5,Must buy!,It’s an awesome deviceREAD MORE
5,Wonderful,An Excellent phone for gaming and everything... But its only for one hand phone lover also a good phone for traveller's.. Its Record videos at high configuration ❤️❤️ but not for gamers.. Its battery backup is better then iPhone 8 because of it's cheap set a13 and performance is walla walla.. Amazing... And flipkart dilver is disappointed 😥😥READ MORE
5,Excellent,Genuine productREAD MORE
5,Fabulous!,Best photographyREAD MORE
5,Must buy!,Excellent choiceREAD MORE
5,Wonderful,At this price bestREAD MORE
5,Brilliant,Apple product always give best ever performanceREAD MORE
4,Really Nice,GoodREAD MORE
5,Wonderful,AwesomeREAD MORE
4,Value-for-money,GoodREAD MORE
4,Pretty good,Good camera Medium battery life Unbeatable IOS 13 Compact size 😍READ MORE
5,Perfect product!,PRODUCT IS EXCELLENTREAD MORE
5,Brilliant,This phone camera awesome battery performance AverageREAD MORE
4,Pretty good,Love this productREAD MORE
5,Awesome,Fantastic mobileREAD MORE
5,Terrific,"When u have an iphone for 27.9k, thanks to the offer. My SIL & my pocket. Both are very happy :)READ MORE"
5,Super!,Apple iPhone superbREAD MORE
4,Pretty good,It is value for the price and a good productREAD MORE
5,Just wow!,NiceREAD MORE
4,Good quality product,Need for more advanced battery backup in worthe of money.READ MORE
5,Must buy!,Loved itREAD MORE
5,Excellent,Awesome phoneREAD MORE
5,Must buy!,Worry free purchaseREAD MORE
5,Super!,Still now working good.READ MORE
4,Worth the money,"Nice phone, battery backup is also good. Go for itREAD MORE"
4,Good quality product,It is a good phone. I have issue with network which do not shows full strength whenever I am in home and officeREAD MORE
1,Unsatisfactory,Without accessories not good feeling meREAD MORE
5,Excellent,Amazing and very handy....wish it had a better battery life.READ MORE
5,Terrific,If you want to buy apple phone in low price then go for it. Awesome phone in this price range.READ MORE
5,Worth every penny,Except night mode camera everything is  too goodREAD MORE
4,Worth the money,Expect battery everything is buttery smooth..Just carry a power bank to insure maximum outputREAD MORE
3,Just okay,Except battery everything is worth for moneyREAD MORE
3,Decent product,Iphone is iphone basREAD MORE
5,It just Snaps!!,Blazing Performance; Of course battery is a bit of a bummer.READ MORE
4,Wonderful,Most affordable and adorable iphones available in the market..i saw many people criticising the battery backup it actually comes with a 5w charger but since it supports fast charging u can use a 20w charger which charges ur phone under an hour and the backup for a person like me who uses the phone always is abt 8-10 hrs and if i play games jt reduces to 4-5 hrs..not that bad but still could be improved from the gaming aspect.The A13 bionic chipset take sthis device into a next level.really lo...READ MORE
5,Awesome,Good phoneREAD MORE
5,Best in the market!,Love it.READ MORE
5,Mind-blowing purchase,"For me , I loved it .  It’s great phone for normal iPhone user. I’m using since 3 month this phone .. no complaints for casual user .READ MORE"
5,Great product,You should go for it without thinking much..READ MORE
5,Highly recommended,nice productREAD MORE
5,Mind-blowing purchase,"Nice quality, but battery backup is poorREAD MORE"
5,Perfect product!,Value for moneyREAD MORE
4,Delightful,"It's a nice product, good workingREAD MORE"
4,Very Good,Great camera with nice overall performanceREAD MORE
5,Highly recommended,I got this phone in just 26000. Just love this phone Camera quality is greatREAD MORE
5,Terrific purchase,"Writing this after 3 months hardcore usage ..this has been the best phone I have purchased so far, and the second iPhone that I’m using and I have to say it really is a very good device considering all the features. I’m using this as my primary phone and it does a really good job. Lasts a day for me with moderate usage but again if you’re going to use it for a lot of media consumption I would say this won’t be a very good option. This phone really isn’t meant to be used that way either . Over...READ MORE"
5,Perfect product!,Very nice phone.i can run pubg on extreme settings with 60 fpsREAD MORE
5,Classy product,best productREAD MORE
5,Awesome,Good phoneREAD MORE
5,Wonderful,NICEREAD MORE
4,Delightful,GoodREAD MORE
5,Best in the market!,Nice phone but no charger and EarPods.READ MORE
4,Wonderful,Great phoneREAD MORE
5,Super!,Iphone shotREAD MORE
4,Pretty good,Battery health reducingREAD MORE
5,Mind-blowing purchase,Amazing😍😍READ MORE
5,Worth every penny,"Good product as informed by apple lots to love, less to spendREAD MORE"
4,Wonderful,Battery is not good. Rest all good and display too small.READ MORE
5,Wonderful,Everything is great except battery.Go for it if you want a powerhouse in a compact form factor.READ MORE
4,Good choice,Battery is weak it's only 1800 mah Otherwise mobile is great everything works fine till nowREAD MORE
5,Perfect product!,Awesome product. Amazing white color.READ MORE
5,Super!,Awesome product.READ MORE
5,Just wow!,GoodREAD MORE
1,Hated it!,Worst ever deal.READ MORE
1,Useless product,The product quality is good 👍 but delivery service is worst. I give -5 star for delivery.READ MORE
5,Terrific,Apple must work on batteryREAD MORE
5,Brilliant,GreatREAD MORE
5,Fabulous!,Full satisfactionREAD MORE
1,Hated it!,Wrong charging cable. box was manipulated items changedREAD MORE
5,Best in the market!,FabulousREAD MORE
5,Terrific purchase,It's good for use. Using since last 5 months.READ MORE
5,Worth every penny,Amazing phoneREAD MORE
5,Highly recommended,Good productREAD MORE
4,Good choice,"It’s overall nice but when I buy it there was mention within the pack phone, charger and earphone but in my package I got only charger and phone, not earphone.READ MORE"
5,Super!,So far so good . But bit of costly according to the featuresREAD MORE
4,Value-for-money,good but they will not give charger and battery is mediocreREAD MORE
4,Worth the money,Not badREAD MORE
3,Nice,Need to buy charger and EarPods separatelyREAD MORE
5,Mind-blowing purchase,Very good product and good supporting staff.READ MORE
4,Wonderful,NiceREAD MORE
5,Perfect product!,compact and handy phone.camera is awesome.fast performance.battery is worse this phone.however comfortable support 24 hour for average mobile users.READ MORE
5,Awesome,I’m happy with this cool iPhone seREAD MORE
5,Worth every penny,Super phone and good deliveryREAD MORE
5,Brilliant,Product is good but packing is poorREAD MORE
4,Good choice,Everything k but delivery not intime very bad experience flipkartREAD MORE
4,Delightful,The model i got is Assembled in INDIA which do-not have charger brick & EarPods The box only contains THE PHONE & THE CHARGING CABLE AND THE PAPER GUIDS WITH ONE APPLE STICKER100% The phone is value for the moneyREAD MORE
1,Horrible,Loudspeakers problem need to restart the device to normalREAD MORE
5,Brilliant,Excellent product value for moneyDecent battery lasts for a day for average userGetting close to 5 hours screen on timeREAD MORE
5,Fabulous!,Good one... But you can't enable hotspot without mobile data enabled :(... But apart every thing is good.. I expected back panel would be metal... But it is glass.. My mistake of thinking that this back panel would be metal as like iphone 7 curvy finish ...READ MORE
4,Really Nice,"Using this phone for last 2 months, it’s a really compact phone (smaller than I imagined) but performance wise awesome, some pros and cons below:Pros:Awesome speed Compact and smallAudio is awesome, all the calls are crystal clear, also ringtones are loud enough and clear Camera is wonderful in sunlight and video is awesome 4G speed is good (faster than my last phone) when ample network is available Cons:Main con for me is that sometimes ur click is not registered as the screen size...READ MORE"
4,Worth the money,Mind blowingREAD MORE
4,Worth the money,"excellent, battery is decent enough works for meREAD MORE"
5,Terrific,Bought this at 29950 of 128 gb model. At this price.. iwould say amazingREAD MORE
5,Awesome,Excellent performance...love it...very fast delivery within 24 hrs ...READ MORE
3,Good,Battery problemREAD MORE
5,Terrific,My first I phone and I am glad to buy it. It’s is light in weight and handy product.READ MORE
5,Mind-blowing purchase,I just love it 😍READ MORE
5,Just wow!,"Awesome mobile, picture quality are also good...READ MORE"
5,Terrific,perfect product.READ MORE
5,Best in the market!,Super.....READ MORE
4,Nice product,Only problem se users gonna find is battery capacity is much low other than its a good phoneREAD MORE
5,Terrific,Very very good phoneREAD MORE
5,Highly recommended,Good oneREAD MORE
4,Wonderful,Good ProductREAD MORE
5,Must buy!,got in big billion day’s best offer so far.  upgraded from iphone SE 1st edition. happy with the performance. very handy and somehow one day battery life you can say with an average uses.READ MORE
5,Best in the market!,Best iphone i love this screen size really its very handy and the performance for me it’s the best in price range apple proves it at last i would say it the cheapest and best iphone till now.READ MORE
4,Value-for-money,A great smartphone on this valueSomething there camera are osm❣️And preformes  are very goodREAD MORE
5,Simply awesome,IOS 14 update is amazing I love this deviceREAD MORE
5,Must buy!,CHOTA PACKET BARA DHAMAKAIf you can compromise with display size and battery then go for it....Battery is not so poor but not so good. It will give service about 5-6hr easily (not in gaming).....Camera performance excellent........READ MORE
2,Expected a better product,"No charger, No earphone, very bad 😞😟😭READ MORE"
5,Highly recommended,Awesome smartphone. My first iphone!! It's a great device with the latest A13 bionic chip and also the latest software iOS 14 pre-installed!!! Amazing!!! Thank you supercomnet and flipkart!!🤝READ MORE
5,Perfect product!,Happy with the product as I switched from android to apple. Got the best price for 128 GB. Camera quality is good when compared with my android phone.READ MORE
5,Super!,Compact and powerfullREAD MORE
5,Worth every penny,Excellent mobile phone.  It’s only for small mobile users.  Initially I thought it will be difficult for reading and typing I didn’t find any issues from day one onwards in contrary it’s more convenient than big screen mobiles.  It’s not for gaming or video lovers.READ MORE
5,Great product,Brilliant phone. Perfect size if you wish to switch to small size phones. Buttery smooth and excellent camera.READ MORE
5,Fabulous!,Awesome product nice packaging thanks to flipkart & Apple..READ MORE
4,Good choice,Value for moneyREAD MORE
5,Excellent,Very good product..READ MORE
5,Perfect product!,Nice productREAD MORE
5,Awesome,Everything is fine .. except  the box not including earpods and adapter..READ MORE
5,Mind-blowing purchase,ExcellentREAD MORE
5,Excellent,"Flipkart support is excellent, iphone is very good, seller is also great, apple iphone se i bought for 3700, thanks flipkart for th offerREAD MORE"
5,Simply awesome,Very good productREAD MORE
5,Super!,"Quick setup by apple id and download of contacts from gmail and hotmail, very good experienceREAD MORE"
4,Good quality product,Phone is great but the service of flipkart is very badREAD MORE
5,Mind-blowing purchase,Since the phone size is small and handy which is what I wanted has come with the price of smaller battery which stays only for 12-14 hrs with average usage.READ MORE
5,Awesome,i am a big fan of iphone se from 6 years.Iphone se 2020 is very good in terrms of speed battery backup.Camera is good but not too great.Phone look is good.READ MORE
4,Pretty good,Overall good phoneREAD MORE
4,Very Good,Overall all good.READ MORE
5,Highly recommended,I got the best price 25999READ MORE
5,Terrific,Comes with apple A14 bionic chip very powerchip which makes the phone a beast best phone for daily day to day tasks especially for women as they like small display sizes battery also good camera amazing captures brilliant potraits also good for gaming but dont the best because of small display size at the end this phone is suited for the people who do normal tasks like to capture great photos and like small displayREAD MORE
5,Terrific purchase,AwesomeREAD MORE
5,Best in the market!,Good experience 😍READ MORE
5,Best in the market!,NiceREAD MORE
5,Must buy!,One of the best affordable iPhone..I am a first time iOS user and I simply loved itREAD MORE
5,Must buy!,NiceREAD MORE
5,Fabulous!,Its seems small pa k but with big shot.READ MORE
5,Just wow!,It is perfectly new phone. No defects at all. I am fully satisfiedREAD MORE
5,Wonderful,Amazing product from flipkartREAD MORE
1,Terrible product,"Bad processing system, don't know whether to blame the Flipkart or the the Seller about it. I am not at all happy as it is forced on the customer.READ MORE"
5,Best in the market!,I loved itREAD MORE
5,Terrific purchase,bestREAD MORE
4,Good choice,Good buyREAD MORE
4,Very Good,Would be great if it is dual simREAD MORE
3,Fair,Should make better then andriodREAD MORE
5,Perfect product!,Good profomenceREAD MORE
5,Terrific purchase,Super 🔥READ MORE
5,Great product,nice IphoneREAD MORE
5,Mind-blowing purchase,"Absolutely stunning phone. Battery is not a concern at all. Easily lasts for a day. I was initially thinking it iphone 12 mini, but instead went for this + Apple Watch SE.Totally amazing Combo and am really enjoying it.READ MORE"
5,Mind-blowing purchase,Mobile is very much goodNo charger and ear phones were provided .READ MORE
4,Pretty good,It's a good buy for people looking for compact ios device at affordable price.READ MORE
3,Fair,Battery is shocking. Very poor. Rest all fabulous.READ MORE
5,Mind-blowing purchase,Already an avid apple family user. Wanted to replace my wife's aging iPhone 5S. This was the best alternative that I could find in 2020. One of the best hardware at awesome price.READ MORE
5,Awesome,Very thing is good but i didn't get any charger and earpods.READ MORE
5,Just wow!,Looks good and sharp design.Great smartphone at its priced.READ MORE
5,Mind-blowing purchase,Perfect for normal useREAD MORE
5,Wonderful,★★★★★ExcellentREAD MORE
5,Simply awesome,"I got white with a charger and ear pods. This is my first iPhone and now I repent as to why I didi not buy iPhone earlier.This smart, beautiful, handy, strong, powerful wonder is amazing!!!!! Butter smooth perrformance . Converted my Airtel sim to eSIM and using two sims. Thank you apple and flipkart for discount.READ MORE"
5,Terrific,Good and best phone all android phone toREAD MORE
3,Just okay,I didn't recieve my ear phones and adapter with Mobile but Mobile was goodREAD MORE
5,Best in the market!,Under 34000 best smart from appleREAD MORE
5,Awesome,GoodREAD MORE
5,Brilliant,Processor is too good even one plus can’t beat itREAD MORE
5,Best in the market!,The best iPhone at lower priceREAD MORE
4,Value-for-money,Value for money productThis phone can use only for little time spent on mobile because this mobile battery 🔋 is little compare to other company mobileREAD MORE
5,Perfect product!,It is an amazing phone. I had a tough time deciding between XR 128 @ 43k and SE 128@ 38 K. Eventually I ended up paying 4K more since I had to buy charger and EarPods separately whereas XR had it. So Deal Sucked. Product is amazingREAD MORE
5,Best in the market!,GoodREAD MORE
5,Its power packed and a quality product,"This mobile phone is a dream come true for anyone who has ever dreamt of owning an iPhone. What makes the iPhone so special is the fact that Apple apps are so optimized that they run smoothly, regardless of the Hardware. and when you get all the premium features at an affordable price, It's truly ChristmasREAD MORE"
5,Simply awesome,Good phone but battery drains quite fast.READ MORE
4,Pretty good,This phone all things are good excepts its battary.READ MORE
3,Nice,Its iphone guys... [we are paying only for brand]Cameras not upto mark.. not clear selfies..batterry drains very quick..Overall we can say near average ratingREAD MORE
5,Simply awesome,Got awesome deal on Flipkart.READ MORE
5,Classy product,Every inch of this phone is great except the battery life.READ MORE
5,Mind-blowing purchase,Small size hence very comfortable to use. Performance is awesome. Look is also great. Dual sim makes it even better. Overall very satisfied with the productREAD MORE
5,Simply awesome,Awesome phoneREAD MORE
5,Brilliant,Very goodREAD MORE
5,Super!,Excellent phone in this price range.READ MORE
4,Best compact phone of 2020,Coming back to an apple device after many years. If you don't compare the phone to the other models. This is a pretty amazing device. Don't worry about what people keep saying about the battery and worry too much about the form factor. Just use it! Much better than androids in this price range. Smooth experience. No lags or stutters. Coming from android small software changes takes a small learning curve. where sometimes i feel android is a little more user friendly. but that's nitpickingI'...READ MORE
5,Perfect product!,Within 2 months I got adaptor problemREAD MORE
5,Terrific,Phone bole to iphone😎😍READ MORE
5,Must buy!,"This is very nice phone, only thing is apple should have given more battery.READ MORE"
5,Brilliant,Mind blowing purchase!!!Go for it if you like iPhones without giving a second thought. Recieved the product in nice condition no complains from my side. Incredibly happy for the purchase. Thank you Flipkart.READ MORE
5,Must buy!,Super mobile Adesha DREAD MORE
4,Pretty good,Premium priceREAD MORE
5,Just wow!,Old body but be brain. A13 is work excellent on this phoneREAD MORE
5,Classy product,Awsome price and Mobile loved itREAD MORE
5,Worth every penny,"Overall performance is good.But, if you are looking for a long battery then this is not the one..go with another model.READ MORE"
5,Just wow!,Great phoneREAD MORE
5,Simply awesome,Very goodREAD MORE
4,Wonderful,GoodREAD MORE
5,Simply awesome,Excellent phone withvgreat performanceREAD MORE
4,Really Nice,Amazing selfie😍😍READ MORE
5,Best in the market!,Value for money phoneREAD MORE
5,Just wow!,Awesome phone value for moneyREAD MORE
3,Nice,"Remember, no charging adapter and headphone. But white/black iPhone has them, read description carefullyREAD MORE"
5,Highly recommended,I love this phone because of size🤩😊READ MORE
4,Value-for-money,Good product except battery life which drains so fast.READ MORE
2,Could be way better,battery drainingREAD MORE
4,Wonderful,iPhone is iPhoneREAD MORE
3,Does the job,Average phone under 25kREAD MORE
5,Perfect product!,Best productREAD MORE
5,Wonderful,Very goodREAD MORE
5,Must buy!,Bought it for my Dad who needs physical home button on the phone...he is happy with the new iphone.READ MORE
5,Best in the market!,Awesome need one more in same prizeREAD MORE
5,Excellent,GoodREAD MORE
5,Excellent,Nice looking good camera super .....READ MORE
5,Perfect product!,Smallest yet so biggest !READ MORE
5,Perfect product!,Purchased I phone and really happy for it... however one thing is that the battery drains somewhat fast which is sometimes annoying. Needless to say that that is not a major problem since I will charge every day for 2 hours and that is fineREAD MORE
4,Very Good,Such a nice product at this price just go for itREAD MORE
3,Good,Great performance and even good battery on low power mode and nothing to complain about at 24.7k price pointAntenna is very very poorREAD MORE
4,Pretty good,OkayREAD MORE
3,Nice,goodREAD MORE
4,Worth the money,"Welcome to the world of no power adapter and those useless earpods. Works smooth, must say brilliant and battery is quite decent n much much better backup what i had expected from the reviews. Got the products in two days aftr placing the order.READ MORE"
5,Great product,Good product. You will never get disappointed.READ MORE
5,Perfect product!,2nd fastest chip A13 Bionic chip. Best value phone. Very strong and durable. I recommend this IPhone SEREAD MORE
1,Worst experience ever!,"Received an damaged mobile, when I connected with customer care after 15-20 calls they finally answered, But not helpful they keep me hold for more than 1 hour not received proper response from them. I request please replaceREAD MORE"
1,Not recommended at all,Battery is miserable!READ MORE
5,Simply awesome,excellentREAD MORE
2,Could be way better,Apple has gone to a new low. Doesn't bundle the phone which charger. How one can charge the phone without spending premium on mobile chargerREAD MORE
2,Could be way better,Very cheap rate in this iPhone Battery is so good compared to other iPhoneNow after 7 months old this phone is hangingREAD MORE
5,Brilliant,Very nice productREAD MORE
